             6.4     6.6     6.8     7.0     7.2     7.4  ; Log10(Te)
 12.2      0.15700 0.13600 0.11220 0.08778 0.06642 0.05179
 12.4      0.15740 0.13620 0.11230 0.08788 0.06650 0.05185
 12.6      0.15790 0.13660 0.11260 0.08805 0.06665 0.05193
 12.8      0.15880 0.13720 0.11310 0.08836 0.06682 0.05207
 13.0      0.16000 0.13820 0.11370 0.08883 0.06712 0.05232
 13.2      0.16210 0.13960 0.11480 0.08951 0.06763 0.05266
 13.4      0.16530 0.14190 0.11640 0.09064 0.06837 0.05324
 13.6      0.17010 0.14550 0.11890 0.09240 0.06958 0.05412
 13.8      0.17740 0.15080 0.12280 0.09504 0.07145 0.05548
 14.0      0.18800 0.15800 0.12850 0.09910 0.07423 0.05754
 14.2      0.20270 0.17000 0.13680 0.10500 0.07846 0.06073
 14.4      0.22210 0.18510 0.14840 0.11350 0.08459 0.06542
 14.6      0.24580 0.20430 0.16340 0.12490 0.09310 0.07212
 14.8      0.27200 0.22630 0.18160 0.13930 0.10420 0.08125
 15.0      0.29790 0.24910 0.20140 0.15570 0.11760 0.09283
 15.2      0.32060 0.27010 0.22060 0.17280 0.13230 0.10630
 15.4      0.33760 0.28710 0.23720 0.18850 0.14670 0.12050
 15.6      0.34800 0.29870 0.24970 0.20130 0.15920 0.13380
 15.8      0.35120 0.30450 0.25730 0.21000 0.16880 0.14480
Dens="y/w"      ; *************  Y/W  **************
;Log(Ne)    ------------------- Log T -------------------
             6.4     6.6     6.8     7.0     7.2     7.4  ; Log10(Te)
 12.2      0.30420 0.26390 0.22520 0.18750 0.15480 0.13830
 12.4      0.30480 0.26430 0.22550 0.18770 0.15480 0.13850
 12.6      0.30580 0.26500 0.22610 0.18800 0.15510 0.13860
 12.8      0.30750 0.26630 0.22690 0.18860 0.15550 0.13890
 13.0      0.30990 0.26810 0.22820 0.18950 0.15610 0.13930
 13.2      0.31380 0.27080 0.23010 0.19080 0.15700 0.14000
 13.4      0.32000 0.27520 0.23320 0.19300 0.15840 0.14110
 13.6      0.32920 0.28210 0.23820 0.19630 0.16060 0.14270
 13.8      0.34320 0.29230 0.24540 0.20140 0.16420 0.14530
 14.0      0.36360 0.30760 0.25640 0.20910 0.16940 0.14930
 14.2      0.39210 0.32920 0.27230 0.22050 0.17740 0.15530
 14.4      0.42950 0.35840 0.29450 0.23670 0.18900 0.16430
 14.6      0.47520 0.39520 0.32350 0.25850 0.20510 0.17710
 14.8      0.52640 0.43800 0.35840 0.28600 0.22610 0.19450
 15.0      0.57710 0.48250 0.39680 0.31760 0.25150 0.21660
 15.2      0.62290 0.52410 0.43450 0.35090 0.27950 0.24260
 15.4      0.65880 0.55900 0.46780 0.38160 0.30710 0.26990
 15.6      0.68410 0.58500 0.49400 0.40750 0.33160 0.29580
 15.8      0.69870 0.60180 0.51250 0.42680 0.35100 0.31790
Dens="z/w"      ; *************  Z/W  **************
;Log(Ne)    ------------------- Log T -------------------
             6.4     6.6     6.8     7.0     7.2     7.4  ; Log10(Te)
 12.2      0.75640 0.65270 0.56560 0.48690 0.42880 0.41170
 12.4      0.75530 0.65190 0.56500 0.48660 0.42840 0.41150
 12.6      0.75360 0.65060 0.56430 0.48600 0.42810 0.41120
 12.8      0.75130 0.64890 0.56310 0.48500 0.42750 0.41070
 13.0      0.74680 0.64600 0.56090 0.48360 0.42640 0.41000
 13.2      0.74020 0.64100 0.55740 0.48120 0.42480 0.40880
 13.4      0.73050 0.63370 0.55220 0.47780 0.42230 0.40700
 13.6      0.71480 0.62270 0.54440 0.47210 0.41840 0.40420
 13.8      0.69160 0.60530 0.53190 0.46360 0.41250 0.39970
 14.0      0.65790 0.58040 0.51360 0.45070 0.40320 0.39280
 14.2      0.61050 0.54440 0.48690 0.43160 0.38960 0.38240
 14.4      0.54760 0.49550 0.44980 0.40450 0.36950 0.36710
 14.6      0.47100 0.43380 0.40140 0.36780 0.34180 0.34510
 14.8      0.38540 0.36230 0.34290 0.32150 0.30530 0.31510
 15.0      0.29890 0.28700 0.27850 0.26800 0.26110 0.27690
 15.2      0.22020 0.21570 0.21440 0.21200 0.21240 0.23230
 15.4      0.15490 0.15450 0.15690 0.15910 0.16370 0.18500
 15.6      0.10500 0.10630 0.10990 0.11380 0.12000 0.13970
 15.8      0.06911 0.07082 0.07424 0.07825 0.08410 0.10050
